Kanji,YuetPing
㥊,pang
㱶,pang
㵗,pang
㻚,pang
㼞,pang
倗,pang
凴,pang
慿,pang
朋,pang
焩,pang
皏,pang
篣,pang/pong
萠,pang
鬅,pang/pung
𠗦,pang
𠙖,pang
𨂃,pang
㺼,pat
䏘,pat
匹,pat
苉,pat
鴄,pat
㧵,pau
䍌,pau
䯽,pau
䳝,pau
娝,pau
婄,pau
抔,pau
抙,pau
捊,pau
箁,pau
䠋,pe
𠵿,pe
㔻,pei
㗪,pei
㨢,pei
㩺,pei
㮰,pei
㯅,pei
㱟,pei
㳪,pei
㵨,pei
㺽,pei
㼰,pei
㿙,pei
䊧,pei
䋔,pei
䚰,pei
䚹,pei
䠘,pei
䤏,pei
䪹,pei
䫠,pei
䮆,pei
䯱,pei
䲹,pei
䴽,pei
丕,pei
仳,pei
伓,pei
伾,pei
呸,pei
啚,pei/tou
噽,pei
嚭,pei
圮,pei
堛,pei/pik
壀,pei
婢,pei
嫓,pei
屁,pei
岯,pei
帔,pei
庀,pei
怌,pei
悂,pei
披,pei
抷,pei
旇,pei
朇,pei
枇,pei
毞,pei
淠,pei/pui
焷,pei
狉,pei
狓,pei
琵,pei
疲,pei
皮,pei
砒,pei
磇,pei
禆,pei
秛,pei
秠,pei
笓,pei
翍,pei
耚,pei
肧,pei
胚,pei/pui
脴,pei
腗,pei
膍,pei
苤,pei
蚍,pei
蚽,pei
蜱,pei
螷,pei
蠯,pei
諀,pei
譬,pei
豼,pei
豾,pei
貔,pei
邳,pei
郫,pei
鄙,pei
鈹,pei
鉟,pei
銔,pei
阫,pei/pui
阰,pei
陴,pei
隦,pei
駓,pei
髬,pei
魮,pei
魾,pei
鮍,pei
鵧,pei
鼙,pei
𦨭,pei
𧧺,pei
𨈚,pei
𨉉,pei
𨸹,pei
劈,pek/pik
平,peng/ping
瓶,peng/ping
𠝭,peng
𣖕,peng
𩩍,peng
噼,pet/pik
㱸,pik
䑀,pik
䡶,pik
䤨,pik
憵,pik
潎,pik/pit/piu
澼,pik
癖,pik
礔,pik
礕,pik
釽,pik
銢,pik
闢,pik
霹,pik
鷿,pik
鸊,pik
𨥭,pik
㓲,pin
㛹,pin
㴜,pin
㸤,pin
㼐,pin
㾫,pin
䏒,pin
䮁,pin
偏,pin
囨,pin
媥,pin
揙,pin
楄,pin
楩,pin
片,pin
犏,pin
篇,pin
編,pin
翩,pin
胼,pin
腁,pin
覑,pin
誁,pin
諚,pin
諞,pin
貵,pin
賆,pin
跰,pin
蹁,pin
駢,pin/ping
騈,pin/ping
騗,pin
騙,pin
骿,pin
魸,pin
㺸,ping
㻂,ping
䀻,ping
䈂,ping
䍈,ping
䓑,ping
䛣,ping
䦕,ping
䶄,ping
俜,ping
呯,ping
坪,ping
塀,ping
姘,ping
娉,ping
岼,ping
帡,ping
帲,ping
幈,ping
拼,ping/pun
枰,ping
檘,ping
洴,ping
涄,ping
玶,ping
甁,ping
甹,ping
砯,ping
硑,ping
竮,ping
箳,ping
簈,ping
缾,ping
聘,ping
聠,ping
胓,ping
艵,ping
苹,ping
荓,ping
萍,ping
蓱,ping
蚲,ping
蛢,ping
評,ping
軿,ping
輧,ping
郱,ping
閛,ping
頩,ping
鮃,ping
𡞲,ping
𡞴,ping
𣸹,ping
𤋊,ping
𤧅,ping
𦂤,ping
𦱾,ping
𨥾,ping
𨸶,ping
㧙,pit
䋢,pit
䥕,pit
丿,pit
嫳,pit
徶,pit
撆,pit
撇,pit
暼,pit
氕,pit
瞥,pit
覕,pit
鐅,pit
𢠳,pit
㬓,piu
㯱,piu/pou
㵱,piu
㹾,piu
㼼,piu
䏇,piu
䕯,piu
䬌,piu
䴩,piu
僄,piu
剽,piu
勡,piu
嘌,piu
嫖,piu
彯,piu
徱,piu
慓,piu
旚,piu
朴,piu/po/pok
殍,piu
淲,piu
漂,piu
犥,piu
瓢,piu
皫,piu
瞟,piu
篻,piu
縹,piu
翲,piu
薸,piu
螵,piu
醥,piu
闝,piu
顠,piu
飃,piu
飄,piu
魒,piu
𤅜,piu
𤨧,piu
㗞,po
㜑,po
㨇,po
叵,po
嘙,po
婆,po
尀,po
岥,po
搫,po/pun
樖,po
櫇,po
皤,po
破,po
笸,po
蔢,po
鉕,po
頗,po
駊,po
俖,poi/pui
㙸,pok
㹒,pok
㺪,pok
㿺,pok
䄸,pok
䇚,pok
䎅,pok
䨰,pok
䩝,pok
䪖,pok
䪙,pok
噗,pok
圤,pok
扑,pok/puk
撲,pok/puk
擈,pok
檏,pok
炇,pok
烞,pok
璞,pok
瞨,pok
蒪,pok
釙,pok
𦢊,pok
㕩,pong
㝑,pong
㥬,pong
㫄,pong
䂜,pong
䅭,pong
䎧,pong
䏺,pong
䏾,pong
䒍,pong
䖫,pong
䠙,pong
䨦,pong
䰷,pong
嫎,pong
挷,pong
滂,pong
炐,pong
硥,pong
耪,pong
胮,pong
膖,pong
蚌,pong
蜯,pong
覫,pong
逄,pong
雱,pong
霶,pong
龎,pong
𤧭,pong
㚴,pou
㲏,pou
䈬,pou
䈻,pou
䔕,pou
䫽,pou
䮒,pou
䲕,pou
匍,pou
圑,pou
普,pou
暜,pou
氆,pou
浦,pou
溥,pou
潽,pou
烳,pou
舖,pou
舗,pou
菩,pou
葡,pou
蒱,pou
袍,pou
諩,pou
譜,pou
軳,pou
酺,pou
鋪,pou
鐠,pou
陠,pou
𣿀,pou
𥮉,pou
𦡮,pou
𩶉,pou
㚰,pui
㟝,pui
㤄,pui
㫲,pui
㯁,pui
㳈,pui
㶨,pui
㶪,pui
㻗,pui
㾦,pui
䔒,pui
䣙,pui
䫊,pui
䰽,pui
伂,pui
佩,pui
坏,pui/waai
坯,pui
嶏,pui
徘,pui
斾,pui
昢,pui
柸,pui
毰,pui
沛,pui
炋,pui
珮,pui
碚,pui
蓓,pui
蓜,pui
裴,pui
裵,pui
賠,pui
配,pui
醅,pui
錇,pui
陪,pui
霈,pui
馷,pui
𡶺,pui
𣅽,pui
𣑲,pui
𣳽,pui
𤦍,pui
𦹷,pui
𧜏,pui
𨦨,pui
𩃥,pui
㢖,pun
㩯,pun
㮽,pun
㽃,pun
䃲,pun
䆺,pun
䰔,pun
冸,pun
判,pun
媻,pun
幋,pun
槃,pun
沜,pun
洀,pun/zau
湓,pun
溿,pun
潘,pun
瀊,pun
炍,pun
牉,pun
瓫,pun
盆,pun
盤,pun
磐,pun
縏,pun
翉,pun
翸,pun
葐,pun
蒰,pun
詊,pun
跘,pun
鎜,pun
鞶,pun
頖,pun
鵥,pun
𣁦,pun
𦚓,pun
𨃞,pun
𨃟,pun
㠮,pung
䡫,pung
䮾,pung
䴶,pung
掽,pung
椪,pung
樥,pung
熢,pung
碰,pung
竼,pung
篷,pung
纄,pung
芃,pung
莑,pung
蘕,pung
踫,pung
鑝,pung
韸,pung
韼,pung
髼,pung
鬔,pung
㔇,put
㗶,put
㛘,put
㧊,put
䣪,put
䣮,put
䪬,put
溌,put
醗,put
鏺,put
𣸍,put
㠺,saa
㲚,saa
㸺,saa
䣉,saa
䩖,saa
乷,saa
仨,saa/saam
倽,saa
卅,saa/saa aa
唦,saa
啥,saa
挲,saa/so
桬,saa
沙,saa
灑,saa
猀,saa
痧,saa
砂,saa
粆,saa
紗,saa
耍,saa
莎,saa/so
裟,saa
訯,saa
誜,saa
逤,saa/so
閯,saa
髿,saa/so
魦,saa
鯊,saa
鯋,saa
𧋊,saa
𠯢,saa aa
㩄,saai
㬠,saai/saat
㴓,saai
䑛,saai
䢄,saai
䵘,saai
咶,saai/waat
嗮,saai
嘥,saai
壐,saai
屣,saai
徙,saai
晒,saai
曬,saai
枲,saai/sai
殺,saai/saat
漇,saai
璽,saai
矖,saai
縰,saai/si
舓,saai
葈,saai
葸,saai
蓰,saai
諰,saai/si
蹝,saai
躧,saai
鈢,saai
鉩,saai
閷,saai/saat
鰓,saai/soi
𢳜,saai
𤿂,saai
䂹,saak
䞽,saak
䨛,saak
愬,saak/sou
擌,saak
栜,saak
洓,saak
索,saak/sok/suk
𢱢,saak/sok
㣌,saam
㤾,saam
㭅,saam
㰑,saam
㺑,saam
䀐,saam
䫅,saam
䫮,saam
三,saam
俕,saam
剼,saam
叁,saam
嘇,saam
幓,saam
弎,saam
彡,saam
毶,saam
毿,saam
犙,saam
籸,saam/sam/san
糂,saam/sam
糝,saam/sam
芟,saam/saan
蔘,saam/sam
蔪,saam/zim
衫,saam
釤,saam/sin
鏒,saam/sam
鬖,saam
𠚹,saam
𡜻,saam
氵,saam dim seoi/seoi
𠃑,saam zit syu
㛽,saan
㢫,saan
㪔,saan
㪚,saan
㹪,saan
䃟,saan
䈀,saan
䉈,saan
䚲,saan
䡲,saan
䴮,saan
傘,saan
僝,saan/zaan
刪,saan
圸,saan
姍,saan/sin
山,saan
屲,saan
挻,saan/sin
散,saan
栓,saan
橵,saan
汕,saan
潸,saan/sim
潹,saan
潺,saan
澘,saan
狦,saan
珊,saan
疝,saan
篡,saan
簒,saan
粣,saan
糤,saan
繖,saan
羶,saan/sin/zin
舢,saan
訕,saan
赸,saan
跚,saan
邖,saan
銏,saan
閂,saan
閊,saan
饊,saan
鯅,saan
𠮿,saan
𨥉,saan
㗂,saang
㨘,saang
㮐,saang
㼳,saang
㾪,saang
䁞,saang
䚇,saang
偗,saang
渻,saang/sing
牲,saang/sang
狌,saang/sang/sing
生,saang/sang
甥,saang/sang
省,saang/sing
眚,saang
笙,saang/sang
胜,saang/sing
詵,saang/san
鼪,saang/sang
㒊,saap
㒎,saap
㗺,saap
㚫,saap
㩑,saap
㪪,saap
㰱,saap
㵤,saap
㽂,saap
䈉,saap
䙣,saap
䝊,saap
䬃,saap
䬊,saap
喢,saap/sip
帹,saap
歃,saap/sip
歰,saap
澁,saap
炠,saap
煠,saap/zaa
箑,saap/sip/zit
翜,saap
翣,saap
萐,saap/sip/zit
雭,saap
霅,saap/sip/zaap/zip
霎,saap
颯,saap
馺,saap
𠸝,saap
𢶍,saap
𤆣,saap
㷺,saat
䊛,saat
䓭,saat
摋,saat
撒,saat
樧,saat
櫒,saat
潵,saat
煞,saat
繺,saat
脎,saat
蔱,saat
蕯,saat
薩,saat
虄,saat
鎩,saat
隡,saat
㪢,saau
䈰,saau
䈾,saau
䏴,saau
䔠,saau
䘯,saau
哨,saau
娋,saau
弰,saau
捎,saau/siu
旓,saau
梢,saau
滫,saau/sau
潲,saau/siu
稍,saau
筲,saau
艄,saau
莦,saau
蕱,saau
蛸,saau/siu
輎,saau
颵,saau
髾,saau
鮹,saau
𠿫,saau
𢶠,saau
𥋘,saau
𨈘,saau
㓾,sai
㔟,sai
㔺,sai
㢴,sai
㭀,sai
㭡,sai
㯕,sai
㸷,sai
㾷,sai
䇴,sai
䤱,sai
䧈,sai
世,sai
丗,sai
些,sai/se/so
使,sai/si
僿,sai/si
勢,sai
卋,sai
卥,sai
嘶,sai/si
噬,sai
壻,sai
婿,sai
徆,sai
恓,sai
撕,sai/si
朑,sai
樨,sai
氥,sai
洗,sai/sin
澨,sai
犀,sai
硒,sai
笹,sai
筮,sai
篩,sai/si
簁,sai/si
簛,sai
簭,sai
籭,sai
粞,sai
細,sai
聓,sai
聟,sai
舾,sai
茜,sai/sin
荽,sai/seoi
西,sai
觢,sai
誓,sai
貰,sai
逝,sai
遾,sai
駛,sai/si
𠀍,sai
𠧧,sai
𡎎,sai
𦎾,sai
𦕓,sai
𦚵,sai
𦭓,sai
𧳅,sai/si
𨬯,sai
𩢲,sai
覀,sai zi tau
㥶,sak
㩙,sak
噻,sak
息,sak/sik
揌,sak
㕴,sam
㚞,sam
㝳,sam
㞥,sam
㣺,sam
㧲,sam
㰂,sam
㴱,sam
㵕,sam
㻣,sam
㽸,sam
㾕,sam
䅾,sam
䆦,sam
䊉,sam
䊏,sam
䚓,sam
䫩,sam
䲋,sam
什,sam/sap/zaap
伈,sam
侺,sam
埁,sam
堔,sam
嬸,sam
審,sam
岑,sam
心,sam
忱,sam
愖,sam
曑,sam
杺,sam
梣,sam/zam
森,sam
椹,sam/zam
槮,sam
沁,sam
涁,sam
涔,sam
深,sam
渖,sam
滲,sam
瀋,sam
甚,sam/sap
甧,sam
瘎,sam
瘮,sam
瞫,sam
穼,sam
糣,sam
綝,sam
罙,sam
罧,sam
芯,sam/seon
葚,sam/zam
葠,sam
蓡,sam
薓,sam
襂,sam
襳,sam/sim
覾,sam
訦,sam
諶,sam
讅,sam
邥,sam
鈊,sam
閐,sam
魫,sam
鯵,sam
鰺,sam
𡑕,sam
𣿯,sam
𤀻,sam
𤪺,sam
𨨥,sam
𪁏,sam
㑗,san
㔤,san
㖕,san
㖘,san/seon
㚨,san
㛙,san
㛛,san
㜪,san
㢹,san
㫳,san
㰮,san
㳯,san
㽓,san
䅸,san
䆣,san
䊁,san
䢅,san
䢻,san
䢾,san
䣅,san
䯂,san
䰠,san
伸,san
侁,san
信,san/seon
兟,san
呻,san
噺,san
妽,san
娠,san/zan
宸,san
屾,san
峷,san
愼,san
慎,san
扟,san
敐,san
敒,san
新,san
昚,san
晨,san
曟,san
柛,san
栕,san
桭,san
榊,san
槂,san/syun
氠,san
燊,san
珅,san
甡,san
申,san
眒,san
眘,san
砷,san
神,san
祳,san
籶,san
紳,san
胂,san
脤,san
腎,san
臣,san
莀,san
莘,san
薪,san
蜃,san
蜄,san
裑,san
訷,san
辛,san
辰,san
鉮,san
鋅,san
鋠,san
駪,san
鯓,san
鰰,san
鵢,san
鷐,san
麎,san
𠩐,san
𠱸,san/seon
𣟕,san
𤒇,san
𥭴,san
𧊋,san
㽒,sang
䲼,sang
䴤,sang
僧,sang/zang
擤,sang
栍,sang
殅,sang
泩,sang
湦,sang
珄,sang
苼,sang
鉎,sang/seng
鬙,sang/zang
𡲥,sang
𪊟,sang
㗩,sap
䏉,sap
䔼,sap
䦹,sap
十,sap
椞,sap
溼,sap
濕,sap
譅,sap
趇,sap
辻,sap
兙,sap hak
瓧,sap ngaa
䇆,sap sing
竍,sap sing
㣰,sat
㺙,sat
㻎,sat
㻭,sat
䣛,sat
僁,sat/seot/sit
厀,sat
実,sat
室,sat
寔,sat/zik
實,sat
榁,sat
湜,sat/zik
濏,sat
瑟,sat
璱,sat
膝,sat
虱,sat
蝨,sat
飋,sat
鯴,sat
鰘,sat
㐜,sau
㐿,sau
㖌,sau
㖟,sau
㖬,sau
㛢,sau
㝊,sau
㟬,sau
㥅,sau
㧃,sau
㮴,sau
㲙,sau
㲣,sau
㵞,sau
㹋,sau
䈭,sau
䏂,sau
䐰,sau
䐹,sau
䑹,sau
䗏,sau
䗛,sau
䛵,sau
䡭,sau
䢘,sau
䤇,sau
䤹,sau
䩳,sau
䬒,sau
䭭,sau
䮟,sau
䱸,sau
俢,sau
修,sau
傁,sau
凁,sau
収,sau
受,sau
叜,sau
叟,sau
售,sau
嗖,sau
嗽,sau/sok
嗾,sau/zuk
垨,sau
壽,sau
夀,sau
守,sau
宿,sau/suk
廀,sau
廋,sau
惾,sau/zung
愁,sau
手,sau
扌,sau/tik sau bin
捜,sau
授,sau
搜,sau
摉,sau
擻,sau
收,sau
棷,sau/zau
樇,sau
櫢,sau
涭,sau
溲,sau
漱,sau/sou
潃,sau
潄,sau/sou
狩,sau
獀,sau
獣,sau
獸,sau
琇,sau
璓,sau
璹,sau/suk
痩,sau
瘦,sau
瘶,sau
瞍,sau
秀,sau
籔,sau/sou
糔,sau
綇,sau
綉,sau
綬,sau
繍,sau
繡,sau
羞,sau
脩,sau
膄,sau
臹,sau
艏,sau
艘,sau
蒐,sau
蓃,sau
蓨,sau/tiu
藪,sau
螋,sau
謏,sau/siu
鄋,sau
醙,sau
銹,sau
鎀,sau
鎪,sau/suk
鏅,sau
鏉,sau
鏥,sau
鏽,sau
颼,sau/suk
颾,sau/sou
餿,sau/suk
饈,sau
首,sau
騪,sau
鱃,sau
鱐,sau/suk
𡔽,sau
𢯱,sau
𣘀,sau
𣵛,sau
𤨩,sau
𤪱,sau
𥈟,sau
𦺋,sau/sou
𩠐,sau
㕐,se
㝍,se
㱔,se
㵃,se
㵼,se
㾚,se
䀅,se
䄕,se
䉣,se
䠶,se
䣃,se
䥱,se
䬷,se
佘,se
冩,se
卌,se/sei aa
卸,se
厙,se
寫,se
捨,se
涻,se
瀉,se
炨,se
猞,se
畲,se
社,se
缷,se
舍,se
舎,se
藛,se
虵,se
賒,se
賖,se
赦,se
鉇,se/si
鍦,se/si
騇,se
麝,se
𠶈,se
㱝,sei
㹑,sei
䦉,sei
亖,sei
四,sei/si
柶,sei/si
死,sei/si
泗,sei/si
牭,sei
肆,sei/si
蕼,sei
㒪,sek
㸴,sek
䂖,sek
䄷,sek
䖨,sek
䲽,sek
乭,sek
惜,sek/sik
炻,sek
碩,sek
祏,sek
鉐,sek/zuk
錫,sek/sik
鮖,sek
鼫,sek
𠰴,sek
𡃶,sek
城,seng/sing
姓,seng/sing
星,seng/sing
聲,seng/sing
腥,seng/sing
醒,seng/sing
鍟,seng
㑕,seoi
㑯,seoi
㒸,seoi
㝽,seoi
㞸,seoi
㢷,seoi
㥞,seoi
㥠,seoi
㥨,seoi
㱁,seoi
㱑,seoi
㱖,seoi
㲑,seoi
㲤,seoi
㴚,seoi
㵦,seoi
㷂,seoi
㸂,seoi
㽷,seoi
䅗,seoi
䅡,seoi
䆊,seoi
䆳,seoi
䇓,seoi
䇕,seoi
䈝,seoi
䉌,seoi
䋶,seoi
䍋,seoi
䒘,seoi
䔀,seoi
䔹,seoi
䕑,seoi
䠔,seoi
䡵,seoi
䥙,seoi
䧌,seoi
䪎,seoi
䬽,seoi
䭉,seoi
䭨,seoi
䯝,seoi
䱬,seoi
䳠,seoi
䵻,seoi
亗,seoi
倕,seoi
倠,seoi
偦,seoi
厜,seoi
嗉,seoi/sou
垂,seoi
埀,seoi
埣,seoi/seot
墅,seoi
夊,seoi
娷,seoi/zeoi
嬘,seoi
孈,seoi
嵗,seoi
嶿,seoi
帥,seoi/seot
幁,seoi
彗,seoi/wai
忰,seoi
悴,seoi
挩,seoi/tyut
捝,seoi/tyut
揟,seoi/zeoi
摔,seoi/seot
旞,seoi
楈,seoi
槥,seoi/wai
檅,seoi/wai
檖,seoi
櫘,seoi
歲,seoi
歳,seoi
毸,seoi/soi
水,seoi
氺,seoi/taai zi dai
涗,seoi
涚,seoi
湑,seoi
滖,seoi
澻,seoi
濉,seoi
瀡,seoi/soe
煫,seoi
熣,seoi
燧,seoi
瑞,seoi
璲,seoi
疩,seoi
瘁,seoi
盨,seoi/so
眭,seoi
睟,seoi
睡,seoi
砕,seoi
碎,seoi
祟,seoi
祱,seoi
禭,seoi
稅,seoi/teoi/tyut
税,seoi
稰,seoi
穂,seoi
穗,seoi
穟,seoi
篲,seoi/wai
粋,seoi
粹,seoi
糈,seoi
絮,seoi
綏,seoi
緒,seoi
緖,seoi
緰,seoi/tau
縃,seoi
繀,seoi
繐,seoi
繸,seoi
胥,seoi
脽,seoi
膸,seoi
荾,seoi
萃,seoi
葰,seoi/zeon
蔧,seoi/wai
蕦,seoi
蛻,seoi/teoi
蜕,seoi/teoi
蝑,seoi
裞,seoi
襚,seoi
誰,seoi
誶,seoi
諝,seoi
譢,seoi
賥,seoi
踤,seoi/zeot
遂,seoi
邃,seoi
醑,seoi
鏏,seoi/wai
鐆,seoi
鐩,seoi
閖,seoi
陲,seoi
隧,seoi/zeoi
雖,seoi
需,seoi
鞖,seoi
須,seoi
顇,seoi
髄,seoi
髓,seoi
𡑞,seoi
𡻕,seoi
𤎩,seoi
𤟠,seoi
𤭢,seoi
𥶙,seoi/wai
𦷪,seoi
𨪂,seoi
㐰,seon
㒐,seon
㔼,seon
㝄,seon
㝇,seon
㡄,seon
㢲,seon
㥧,seon
㦏,seon
㨚,seon
㭄,seon
㰬,seon
㵮,seon
㸪,seon
䀢,seon
䀵,seon
䏤,seon
䐣,seon
䑞,seon
䒖,seon
䓐,seon
䔚,seon
䘩,seon
䚱,seon
䛜,seon
䛨,seon
䜦,seon
䞊,seon
䣨,seon
䣩,seon
䣬,seon
䥎,seon
䪿,seon
䫃,seon
䭀,seon
䴄,seon
伨,seon
伩,seon
侚,seon
偱,seon
卂,seon
咰,seon/seot
唇,seon
噀,seon
囟,seon
埈,seon
奞,seon
孞,seon
孫,seon/syun
屯,seon/tyun/zeon
峋,seon
巺,seon
巽,seon
恂,seon
愻,seon
揗,seon/tan/tang
楯,seon/teon
榫,seon
槆,seon
橓,seon
殉,seon
殾,seon
毥,seon
汛,seon
浚,seon/zeon
浱,seon
淳,seon
湻,seon
滣,seon
漘,seon
潠,seon
濬,seon/zeon
焞,seon/tan/teoi
狥,seon
珣,seon
畃,seon
盾,seon/teon
瞚,seon
瞤,seon
瞬,seon
碷,seon
稄,seon/zak
笋,seon
筍,seon
箰,seon
簨,seon
純,seon/tyun/zeon
肫,seon/zeon
脣,seon
舜,seon
荀,seon
蒓,seon
蓴,seon
蕣,seon
訊,seon
訙,seon
訫,seon
詢,seon
賐,seon
軐,seon
迅,seon
迿,seon
遜,seon
郇,seon/waan/wan
醇,seon
醕,seon
鎨,seon
陙,seon
隼,seon/zeon
順,seon
顖,seon
顨,seon
駨,seon
鬊,seon
鯙,seon
鵔,seon/zeon
𡡞,seon
𡥪,seon
𢁅,seon
𢁉,seon
𢓭,seon
𣊬,seon
𤣲,seon
𤩥,seon
𥌎,seon
𦴥,seon
𦴩,seon
𩕧,seon
㖅,seot
㞊,seot
㤜,seot
㲞,seot
㺷,seot
䘏,seot
䘤,seot
䢞,seot
䢤,seot
䢦,seot
䳳,seot
卛,seot
卹,seot
怷,seot
恤,seot
戌,seot
朮,seot
术,seot
欰,seot
沭,seot
炢,seot
珬,seot
碿,seot
秫,seot
窣,seot
絉,seot
荗,seot
蜶,seot
蟀,seot
術,seot
裇,seot
訹,seot/zeot
賉,seot
述,seot
鉥,seot
銊,seot
錰,seot
鶐,seot
𣘚,seot
𤇍,seot
𦸇,seot
𨄮,seot
㐊,si
㐪,si
㒋,si
㕜,si
㕝,si
㕧,si
㖷,si
㚸,si
㟃,si
㠼,si
㣈,si
㫭,si
㳏,si
㴲,si
㹝,si
㹬,si
㺇,si
㺨,si
㺰,si
㻢,si
㽄,si
䂠,si
䇁,si
䈕,si
䊓,si
䌤,si
䌳,si
䏡,si
䐖,si
䒨,si
䔮,si
䗐,si
䙾,si
䛈,si
䜵,si
䜻,si
䞏,si
䟗,si
䡳,si
䣳,si
䦠,si
䧭,si
䩃,si
䫢,si
䭄,si
䲉,si
䲩,si
亊,si
事,si
仕,si
伺,si/zi
侍,si
俬,si
凘,si
厮,si
叓,si
史,si
司,si
呩,si
嗜,si
噝,si
塒,si
士,si
壭,si
媤,si
宩,si
尸,si
屍,si
峕,si
崼,si
帀,si/zaap
市,si
師,si
廝,si
弑,si
弒,si
徥,si/zi
忕,si/taai
思,si/soi
恖,si
惿,si/tai
戺,si
提,si/tai
斯,si
旹,si
是,si
昰,si
時,si
枾,si
楒,si
榯,si
榹,si
氏,si/zi
泀,si
湤,si
溡,si
溮,si
澌,si
燍,si
獅,si
瑡,si
畤,si/zi
眂,si
眎,si
眡,si
磃,si/tai
礻,si/si zi bin
禗,si
禠,si
私,si
笥,si/zi
絁,si
絲,si
緦,si
罳,si
肂,si
葹,si
蒒,si
蒔,si
蓍,si
蕬,si
虒,si
蜤,si/sik
螄,si
蟖,si
蟴,si
褆,si/tai
褷,si
襹,si
視,si
試,si
詩,si
諟,si
諡,si
謚,si
豉,si
邿,si
釃,si
鈰,si
鉂,si
鉃,si
鉈,si/taa/to
鉰,si
鋖,si
鍶,si
鐁,si
餏,si
駟,si
騦,si
鰣,si
鰤,si
鳲,si
鳾,si
鶳,si
鷥,si
鸍,si
鼭,si
鼶,si/tai
𠿁,si
𡡒,si
𢇁,si/soi/zi
𢇃,si
𢘜,si
𣳉,si
𤔲,si
𤞏,si
𤠒,si
𤩐,si
𥘅,si
𥯨,si
𦒈,si
𦮂,si
𦳊,si
𧈛,si
𧩹,si
𨶹,si
𩅰,si
𩶬,si
𪀔,si
𪆓,si
㗭,sik
㙽,sik
㛫,sik
㛭,sik
㝜,sik
㫺,sik
㭊,sik
㮩,sik
㱇,sik
㱤,sik
㴧,sik
䀌,sik
䁺,sik
䉢,sik
䤭,sik
䭒,sik
冟,sik
唽,sik
嗇,sik
奭,sik
媳,sik
嬕,sik
崱,sik/zak
式,sik
怸,sik
悉,sik
惁,sik
懎,sik
扸,sik
拭,sik
捑,sik
昔,sik
晳,sik
檡,sik/tou/zaak
淅,sik
潟,sik
澙,sik
澤,sik/zaak
烒,sik
焟,sik
焬,sik
熄,sik
瘜,sik
皙,sik
睗,sik
磶,sik
穡,sik
穯,sik
窸,sik
篒,sik
籂,sik
緆,sik
繬,sik
舃,sik
舄,sik
色,sik
菥,sik
蒠,sik
蕮,sik
蜥,sik
蝕,sik/sit
螅,sik
蟋,sik
裼,sik/tai/tik
襫,sik
識,sik/zi
軾,sik
轖,sik
鄎,sik
釈,sik
鉽,sik
銫,sik
鎴,sik
鏭,sik
飤,sik/zi
餙,sik
餝,sik
骰,sik/tau
𣈏,sik
𥇦,sik
飠,sik zi bin
㚒,sim
㣣,sim
㨛,sim
㪎,sim
㴸,sim
㶒,sim
䁡,sim
䄠,sim
䠾,sim
嬋,sim/sin
晱,sim
棎,sim
炶,sim
煔,sim
熌,sim
睒,sim
禪,sim/sin
苫,sim
蟬,sim/sin
蟾,sim
裧,sim
覢,sim
贍,sim/sin
軕,sim
閃,sim
陝,sim
𦖠,sim
㒨,sin
㧥,sin
㪇,sin
㪨,sin
㭠,sin
㮼,sin
㲔,sin
㵛,sin
㶍,sin
㷽,sin
㾌,sin
㿅,sin
䄳,sin
䄽,sin
䉳,sin
䑶,sin
䘰,sin
䚚,sin
䛹,sin
䡪,sin
䤼,sin
䥇,sin
䨘,sin
䨷,sin
䱇,sin
䱉,sin
䵇,sin
仙,sin
傓,sin
僊,sin
僐,sin
僲,sin
儃,sin/taan/zin
先,sin
冼,sin
善,sin
墠,sin
墡,sin
奾,sin
姺,sin
嬗,sin
尟,sin
尠,sin
屳,sin
廯,sin
扇,sin
抎,sin/wan
搧,sin
擅,sin
敾,sin
棈,sin
樿,sin/zin
歚,sin
毨,sin
氙,sin
潬,sin/taan
灗,sin
烍,sin
煽,sin
燹,sin
狝,sin
猭,sin
獮,sin
珗,sin
癬,sin
皘,sin
磰,sin
禒,sin
秈,sin
筅,sin
箲,sin
篟,sin
絤,sin
綪,sin/zang
綫,sin
線,sin
繕,sin
缐,sin
腺,sin
膳,sin
苮,sin
蒨,sin
蔳,sin
蘚,sin
蟮,sin
蟺,sin
褼,sin
謆,sin
譱,sin
赻,sin
跣,sin
蹮,sin
輤,sin
鄯,sin
酰,sin
銑,sin
鍌,sin
鏾,sin
鐥,sin
霰,sin
饍,sin
騸,sin
鮮,sin
鱓,sin
鱔,sin
鱣,sin/zin
鱻,sin
𠜎,sin
𢱟,sin
𣳈,sin
𣺋,sin
𥔱,sin
𥖄,sin
𥛶,sin
𨃩,sin
𨬢,sin
㙚,sing
㝭,sing
㞼,sing
㮱,sing
㱡,sing
㴍,sing
㷣,sing
㼩,sing
㽮,sing
䃏,sing
䋲,sing
䗌,sing
䞉,sing
䡕,sing
䫆,sing
䮪,sing
乗,sing
乘,sing
剩,sing/zing
剰,sing
勝,sing
升,sing
呏,sing
垶,sing
堘,sing
塍,sing
塖,sing
墭,sing
娍,sing
宬,sing
峸,sing
嵊,sing
性,sing
惺,sing
憴,sing
抍,sing
斘,sing
旌,sing/zing
旍,sing/zing
昇,sing
晟,sing
曐,sing
枡,sing
椉,sing
榺,sing
橳,sing
洆,sing
溗,sing
焺,sing
煋,sing
猩,sing
珹,sing
琞,sing
